temp_id,title,pubmed_id,journal,year,url,abstract
224,"Dissecting negative symptoms of schizophrenia: History, assessment, pathophysiological mechanisms and treatment.",27185482,Schizophrenia research. Volume: 186 08 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/27185482/,
225,Exact Markov chains versus diffusion theory for haploid random mating.,20100498,Mathematical biosciences. Volume: 225 Issue: 1 May 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/20100498/,"Exact discrete Markov chains are applied to the Wright-Fisher model and the Moran model of haploid random mating. Selection and mutations are neglected. At each discrete value of time t there is a given number n of diploid monoecious organisms. The evolution of the population distribution is given in diffusion variables, to compare the two models of random mating with their common diffusion limit. Only the Moran model converges uniformly to the diffusion limit near the boundary. The Wright-Fisher model allows the population size to change with the generations. Diffusion theory tends to under-predict the loss of genetic information when a population enters a bottleneck."
226,The different patterns of group climate critical incidents in high and low cohesion sessions of group psychotherapy.,2228351,International journal of group psychotherapy. Volume: 40 Issue: 4 Oct 1990,1990,http://www.ncbi.nlm.nih.gov/pubmed/2228351/,"The total data set for this study consisted of 958 critical incidents from high and low cohesion sessions in person-centered group psychotherapy. These incidents were typically noted on a group climate questionnaire at the end of each session. Altogether 211 clients and students participated in twenty-six groups. The high cohesion sessions were dominated by the following cohesion dimensions in rank order: self-disclosure and feedback (24.0%); attraction and bonding (20.2%); listening and empathy (20.0%); process performance and goal attainment (15.0%); and support and caring (10.6%). The corresponding rank order for the low cohesion sessions was strikingly different: avoidance and defensiveness (43.5%); conflict and rebellion (22.2%); and self-disclosure and feedback (8.9%). Apparently then, there are very different patterns of critical incidents in high and low cohesion sessions of group psychotherapy."
227,Heat and mass transfer across interfaces in complex nanogeometries.,25723229,Physical review letters. Volume: 114 Issue: 6 Feb 13 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/25723229/,"Heat and mass transfer in nanodevices depends much on the geometry due to the strong influence of curvature on interfacial properties, such as the Kapitza resistance. We present a method which combines nonequilibrium square gradient theory and nonequilibrium molecular dynamics simulations to obtain the coefficients in a curvature expansion of the interface transfer coefficients. The expansion can be used directly to describe heat and mass transfer in complex nanogeometries. As examples of complex nanogeometries, we consider an oblate spheroidal droplet, a prolate spheroidal bubble, and a toroidal bubble. Depending on the sign and magnitude of the curvature, transfer is enhanced or reduced significantly. The presented method is applicable to many types of interfaces and substances, and we expect it to contribute to the understanding and design of future nanodevices. "
228,Role of the major histocompatibility complex class I regions in rat natural killer cell allograft responses in vivo and in vitro.,8942072,Chemical immunology. Volume: 64 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8942072/,
229,Factors causing different properties at neuromuscular junctions in fast and slow rat skeletal muscles.,7818085,Anatomy and embryology. Volume: 190 Issue: 2 Aug 1994,1994,http://www.ncbi.nlm.nih.gov/pubmed/7818085/,"Neuromuscular junctions on fast and slow skeletal muscle fibers have different properties. Possible reasons for these differences were examined in adult rat soleus (SOL) muscle fibers reinnervated at new ectopic or old denervated sites by fast fibular (FIB) or slow SOL motoneurons. FIB motoneurons formed large ectopic junctions with a high density of nerve terminal varicosities (fast appearance), whereas SOL motoneurons formed small ectopic junctions with a low density of varicosities (slow appearance). Both FIB and SOL motoneurons formed small junctions with a slow appearance when reinnervating old SOL endplates. FIB nerves innervating ectopic sites and SOL nerves reinnervating old sites had the same appearance whether they contacted the SOL fibers alone (single innervation) or together (dual innervation). Continuous stimulation of the FIB nerve at 10 Hz for 3-4 months reduced the size of ectopic FIB and intact extensor digitorum longus (EDL) junctions and caused a modest reduction in density of terminal varicosities in EDL. Junction size and muscle fiber diameter were positively correlated, but the slope describing this relation was steeper for FIB junctions than for SOL junctions. It is concluded that in the present system (1) motoneuron type and not muscle fiber type determines the fast or slow character of the neuromuscular junction. (2) denervated endplates of one type place stable and severe constraints on the termination pattern of reinnervating axons of another type, (3) the appearance of fast EDL junctions undergoes a modest fast to slow transformation when exposed to long-term slow pattern stimulation, and (4) not only the size of the muscle fibers, but also the type and firing pattern of the motoneurons and the spatial constraints at preformed endplates influence the relation between junction size and muscle fiber diameter."
230,Intensive blood pressure lowering prevents mild cognitive impairment and possible dementia and slows development of white matter lesions in brain: the SPRINT Memory and Cognition IN Decreased Hypertension (SPRINT MIND) study.,30175661,Blood pressure. Volume: 27 Issue: 5 10 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30175661/,
231,High faecal calprotectin levels in intestinal tuberculosis are associated with granulomas in intestinal biopsies.,25522183,"Infectious diseases (London, England). Volume: 47 Issue: 3 Mar 2015",2015,http://www.ncbi.nlm.nih.gov/pubmed/25522183/,The diagnosis of intestinal tuberculosis (ITB) is sometimes difficult to establish and requires endoscopic investigation with biopsies for histopathological examination. This study aimed to evaluate calprotectin as a marker of inflammation in ITB.
232,Preserved insulin secretion and kidney function in recipients with functional pancreas grafts one year after transplantation.,30061159,European journal of endocrinology. Jul 30 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30061159/,"Objective Successful simultaneous pancreas and kidney transplantation (SPK) or pancreas transplantation alone (PTA) restores glycemic control. Diabetes and impaired kidney function are common side-effects of immunosuppressive therapy. This study addresses glucometabolic parameters and kidney function during the first year. Methods We examined 67 patients with functioning grafts (SPK n=30, PTA n=37) transplanted between September 2011 and November 2016 who underwent repeated oral glucose tolerance tests (OGTTs) 8 and 52 weeks after transplantation. Another 19 patients lost their graft the first year post-transplant and 28 patients did not undergo repeated OGTTs and could not be studied. All patients received ATG induction therapy plus tacrolimus, mycophenolate and prednisolone. Glomerular filtration rate was measured before and 8 and 52 weeks after transplantation by serum clearance methods. Results From week 8 to 52 after transplantation mean fasting glucose decreased (SPK 5.4±0.7 to 5.1±0.8 mmol/L, PTA: 5.4±0.6 to 5.2±0.7 mmol/L; both p<0.05), and also 120-minute post-OGTT glucose (SPK 6.9±2.9 to 5.7±2.2 mmol/L; p=0.07, PTA: 6.5±1.7 to 5.7±1.2 mmol/L; p<0.05). Fasting C-peptide levels also decreased (SPK: 1500±573 to 1078±357 pmol/L, PTA: 1210±487 to 1021±434 pmol/L, both p<0.005). Measured GFR decreased from enlistment to 8 weeks post-transplant in PTA patients (94±22 to 78±19 mL/min/1.73m2; p<0.005), but did not deteriorate from week 8 to week 52 (SPK: 55.0±15.1 vs 59.7±11.3 ml/min/1.73m²; p=0.19, PTA: 76±19 vs 77±19 mL/min/1.73m²; p=0.74). Conclusion Glycemic control and kidney function remains preserved in recipients with functioning SPK and PTA grafts one year after transplantation."
233,Factor structure of the revised Jalowiec Coping Scale in patients admitted for elective coronary angiography.,19068051,Scandinavian journal of caring sciences. Volume: 22 Issue: 4 Dec 2008,2008,http://www.ncbi.nlm.nih.gov/pubmed/19068051/,"The way patients cope with their illness may influence their well-being, and for the assessment of coping relevant and valid instruments are required. The objective of the present study was to investigate the psychometric properties of the frequently used Jalowiec Coping Scale (JCS) in patients admitted for elective coronary angiography. We examined the original eight-factor model of the 60-item revised JCS and two three-factor models later proposed in the literature."
234,[Orientation programme for paediatric residents].,17717576,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 127 Issue: 16 Aug 23 2007",2007,http://www.ncbi.nlm.nih.gov/pubmed/17717576/,Orientation programmes for new residents in paediatric departments are available in many Norwegian hospitals. The purpose of this study was to assess whether recently employed residents were content with the way they had been received and how these programmes were put into practice.
235,Aluminum phthalocyanines with asymmetrical lower sulfonation and with symmetrical higher sulfonation: a comparison of localizing and photosensitizing mechanism in human tumor LOX xenografts.,2210887,International journal of cancer. Volume: 46 Issue: 4 Oct 15 1990,1990,http://www.ncbi.nlm.nih.gov/pubmed/2210887/,"A comparison of time-dependent localization patterns between lower, asymmetrical (AIPCS2a) and higher, symmetrical (AIPCS4) sulfonates of aluminum phthalocyanines in human malignant melanoma LOX transplanted to athymic nude mice from 1 to 120 hr after i.v. administration was made by means of laser scanning fluorescence microscopy. The lipophilic AIPCS2a was distributed mainly in tumor cells, while the hydrophilic AIPCS4 localized only in the vascular stroma of the tumor tissue. Concomitantly, comparative observations on the killing mechanism of photodynamic effects after treatment with a much lower i.v. dose of AIPCS2a and AIPCS4 plus laser light on the human tumor LOX were also made by morphological studies. Light and electron microscopy showed that there was a direct, extensive, photo-damaging action on all organelles and nuclear structure in the tumor cells after PDT with AIPCS2a; whereas the photo-induced injury to the tumor tissue after treatment with AIPCS4 and light was largely the consequence of initial functional vasogenic response and ultimate damage to vascular structure. These findings correlate well with the different localization patterns of the 2 dyes observed in human tumor tissues."
236,"Age-dependent changes in metabolism, contractile function, and ischemic sensitivity in hearts from db/db mice.",12540618,Diabetes. Volume: 52 Issue: 2 Feb 2003,2003,http://www.ncbi.nlm.nih.gov/pubmed/12540618/,"Glucose and palmitate metabolism and contractile function were measured with ex vivo perfused working hearts from control (db/+) and diabetic (db/db) female mice at 6, 10-12, and 16-18 weeks of age. Palmitate oxidation was increased by 2.2-fold in 6-week-old db/db hearts and remained elevated in 10- to 12- and 16- to 18-week-old hearts. Carbohydrate oxidation was normal at 6 weeks but was reduced to 27 and 23% of control at 10-12 and 16-18 weeks, respectively. At 6 weeks, db/db hearts exhibited a slight reduction in mechanical function, whereas marked signs of dysfunction were evident at 10-12 and 16-18 weeks. Mechanical function after ischemia-reperfusion was examined in hearts from male mice; at 6 weeks, db/db hearts showed normal recovery, whereas at 12 weeks it was markedly reduced. Fatty acid oxidation was the predominant substrate used after reperfusion. Thus, diabetic db/db hearts exhibit signs of a progressive cardiomyopathy; increased fatty acid oxidation preceded reductions in carbohydrate oxidation. Postischemic recovery of function was reduced in db/db hearts, in parallel with age-dependent changes in normoxic contractile performance. Finally, peroxisome proliferator-activated receptor-alpha treatment (3 weeks) did not affect sensitivity to ischemia-reperfusion, even though carbohydrate oxidation was increased and palmitate oxidation was decreased."
237,Ca antagonistic and non-specific effects of diltiazem on the rat phrenic nerve diaphragm preparation.,2707302,European journal of pharmacology. Volume: 159 Issue: 1 Jan 02 1989,1989,http://www.ncbi.nlm.nih.gov/pubmed/2707302/,"The calcium antagonist diltiazem (2.8 X 10(-4) M) blocked the twitches of a rat phrenic nerve diaphragm preparation after a period of twitch potentiation. Its ability to block twitches was greater during indirect than direct stimulation. Experiments on the isolated phrenic nerve indicated that the excitability of the nerve was blocked. Diltiazem (2.3-9.0 X 10(-5) M) caused a similar inhibition of indirectly and directly elicited tetanic contractions and EMG. Experiments with d-tubocurarine and lowered temperature disclosed a separate inhibition at the neuromuscular junction. High Ca2+ did not reverse the diltiazem-affected twitch or tetanic contractions, which suggests that they are non-specific effects. KCl (100 mM)-induced contractures were antagonized at low (2.3-4.5 X 10(-5) M) but not at high (1 mM) concentrations of diltiazem. Diltiazem depressed the initial phase of the two-phasic caffeine (10 mM) contracture and increased and accelerated the slow phase. Diltiazem greatly reduced the amplitude and duration of the caffeine-potentiated KCl contracture, and reduced and delayed the slow phase of the KCl-potentiated caffeine contracture. The effects on the combined contractures (caffeine-induced, KCl-potentiated) were partly antagonized by a high Ca2+ (2.2 X 10(-5) M) solution, which suggests that diltiazem has calcium antagonistic effects."
238,Impaired secondary oxidant deactivation capacity and enhanced oxidative stress in serum from alveld affected lambs.,23954345,"Journal of photochemistry and photobiology. B, Biology. Volume: 126 Sep 05 2013",2013,http://www.ncbi.nlm.nih.gov/pubmed/23954345/,Alveld is a hepatogenous photosensitivity disorder in lambs. The aim of the study was to investigate if alveld affected lambs had a reduced capacity to handle oxidative stress induced from either endogenous and/or exogenous photosensitizers. Serum samples from alveld lambs (n=33) were compared to serum samples from control lambs (n=31) and exposed to a controlled amount of singlet oxygen ((1)O2). The sera from alveld lambs were found to have an impaired ability to deactivate reactive oxygen species (ROS) compared to control sera. A higher degree of initial hemolysis and a higher concentration of the exogenous photosensitizer phytoporphyrin (PP) were detected in alveld sera compared to the controls. The action spectrum for the formation of (1)O2 indicated that PP as well as the endogenous compound protoporphyrin IX (PP IX) may act as in vivo photosensitizers. A relatively high level of iron was detected in pooled serum from alveld lambs that showed a high degree of hemolysis. It was concluded that alveld photosensitivity is likely to be initiated by a photodynamic reaction involving PP and possibly also PP IX followed by a light-independent reaction involving hemoglobin-related products and catalysis by the Fenton reaction. 
239,Anxiety-item intensity-specificity hypothesis in a relaxed situation.,2812998,Perceptual and motor skills. Volume: 69 Issue: 2 Oct 1989,1989,http://www.ncbi.nlm.nih.gov/pubmed/2812998/,A test of the item intensity-specificity hypothesis is reported. The hypothesis was supported and may be extended to anxiety-trait measures as well. Other interpretations of the findings are also inspired.
240,Expression of the chondroitin sulphate proteoglycan molecular complex in six human melanoma xenograft lines studied by flow cytometry and immunohistochemistry.,7691291,Melanoma research. Volume: 3 Issue: 3 Jun 1993,1993,http://www.ncbi.nlm.nih.gov/pubmed/7691291/,"The expression of the chondroitin sulphate proteoglycan (CSP) molecular complex in six human melanoma xenograft lines (BEX-t, COX-t, HUX-t, ROX-t, SAX-t, WIX-t) was studied by flow cytometry and immunohistochemistry using the monoclonal antibodies 9.2.27, ME31.3, G7A5, and NKI.M6. The two methods and the four antibodies gave consistent results. The six melanoma lines could be divided into three distinct groups of two lines each; expression was high in the HUX-t and ROX-t lines and intermediate in the BEX-t and SAX-t lines, whereas the COX-t and WIX-t lines were negative. The mean number of epitopes per cell for 9.2.27 was approximately twice as high as for ME31.3, G7A5, and NKI.M6 and was estimated to range from 0.8 +/- 0.1 x 10(5) to 1.9 +/- 0.2 x 10(5) in the positive xenograft lines. The expression of the CSP complex was heterogeneous. The immunofluorescence histograms measured by flow cytometry were therefore broad for all tumour lines. A significant fraction of the HUX-t cells was negative or weakly stained. These cells appeared as clear negative patches in the immunohistochemical preparations. Moreover, most morphologically intact tumour cells adjacent to necrotic areas did not show significant expression of the CSP complex, irrespective of tumour line. These cells were probably hypoxic and thus resistant to radiation therapy. The expression of the CSP complex in the xenograft lines was similar to that reported for melanoma in man."
241,Conversion from failed hemiarthroplasty to total hip arthroplasty: a Norwegian Arthroplasty Register analysis of 595 hips with previous femoral neck fractures.,18236176,Acta orthopaedica. Volume: 78 Issue: 6 Dec 2007,2007,http://www.ncbi.nlm.nih.gov/pubmed/18236176/,"Conversion total hip replacement (THR) is a common procedure after failed hemiarthroplasty, but there have been few reports describing the long-term outcome of this procedure."
242,THE POTENTIAL OF USING EXERCISE IN NATURE AS AN INTERVENTION TO ENHANCE EXERCISE BEHAVIOR: RESULTS FROM A PILOT STUDY.,26348226,Perceptual and motor skills. Volume: 121 Issue: 2 Oct 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/26348226/,"According to attention-restoration theory (ART), natural environments can provide restorative experiences. In this pilot study, a mixed-methods approach was used to examine the potential of using exercise in a natural environment to enhance exercise behaviors. The study included an assessment study and an intervention study (overall n = 19). The participants underwent a standardized exercise program including biking and circuit strength training, either indoors or outdoors in nature. Measurements included connectedness to nature, perceived exertion, perceived environmental restorativeness, enjoyment, affect, future exercise intention, and self-reported exercise behavior. The participants also wrote a brief text describing the way in which the environment influenced their feelings while exercising. Quantitative data were analyzed using the Spearman rank correlation and linear mixed-effects modeling. The qualitative information was analyzed thematically. The integrated results indicated that, in accordance with ART, exercising in nature was associated with a greater potential for restoration and affective responses, which in some participants led to enhanced intention to exercise and increased exercise behavior. However, some perceived that the indoor exercise provided a more effective workout. Further studies on larger samples are needed."
243,The effect of self-transcendence on depression in cognitively intact nursing home patients.,23738199,ISRN psychiatry. Volume: 2012 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/23738199/,"Aims. This study's aim was to test the effects of self-transcendence on depression among cognitively intact nursing home patients. Background. Depression is considered the most frequent mental disorder among the elderly population. Specifically, the depression rate among nursing home patients is three to four times higher than that among community-dwelling elderly. Therefore, finding new and alternative ways to prevent and decrease depression is of great importance for nursing home patients' well-being. Self-transcendence is related to spiritual as well as nonspiritual factors, and it is described as a correlate and resource for well-being among vulnerable populations and at the end of life. Methods. A two-factor construct of the self-transcendence scale (interpersonal and intrapersonal) and the hospital anxiety and depression scale (HADS) was applied. A sample of 202 cognitively intact nursing home patients in central Norway was selected to respond to the questionnaires in 2008/2009. Results. A hypothesized SEM model demonstrated significant direct relationships and total effects of self-transcendence on depression. Conclusion and Implication for Practice. Facilitating patients' self-transcendence, both interpersonally and intrapersonally, might decrease depression among cognitively intact nursing home patients."
244,Is a woman's date of birth related to her risk of developing breast cancer?,10671665,Oncology reports. Volume: 7 Issue: 2,,http://www.ncbi.nlm.nih.gov/pubmed/10671665/,"Some previous reports have shown seasonality in the date of birth in patients with breast cancer, others have not. In this study of 1,110 women with unilateral breast carcinoma significantly more cases had been born in the first than the second half of the year. This finding could, however, not be linked to the later development of breast cancer as their case-matched controls showed a similar trend. These results underline the importance of using relevant control material in such studies."
245,Effects of Improvisational Music Therapy vs Enhanced Standard Care on Symptom Severity Among Children With Autism Spectrum Disorder: The TIME-A Randomized Clinical Trial.,28787504,JAMA. Volume: 318 Issue: 6 08 08 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28787504/,"Music therapy may facilitate skills in areas affected by autism spectrum disorder (ASD), such as social interaction and communication."
246,Understanding Rapid Adjustments to Diverse Forcing Agents.,30686845,Geophysical research letters. Volume: 45 Issue: 21 Nov 16 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/30686845/,"Rapid adjustments are responses to forcing agents that cause a perturbation to the top of atmosphere energy budget but are uncoupled to changes in surface warming. Different mechanisms are responsible for these adjustments for a variety of climate drivers. These remain to be quantified in detail. It is shown that rapid adjustments reduce the effective radiative forcing (ERF) of black carbon by half of the instantaneous forcing, but for CO2 forcing, rapid adjustments increase ERF. Competing tropospheric adjustments for CO2 forcing are individually significant but sum to zero, such that the ERF equals the stratospherically adjusted radiative forcing, but this is not true for other forcing agents. Additional experiments of increase in the solar constant and increase in CH4 are used to show that a key factor of the rapid adjustment for an individual climate driver is changes in temperature in the upper troposphere and lower stratosphere."
247,Stalking experiences and associated factors--a controlled population-based study from Norway.,24131400,Nordic journal of psychiatry. Volume: 68 Issue: 5 Jul 2014,2014,http://www.ncbi.nlm.nih.gov/pubmed/24131400/,"Stalking is a considerable health problem. In order to develop interventions for victims, more knowledge is needed concerning prevalence, stress and coping related to stalking as well as associated symptomatology in the victims. This is the first population-based study of stalking in Norway."
248,Do adverse life events at first onset of auditory verbal hallucinations influence subsequent voice characteristics? Results from an epidemiological study.,29329040,Psychiatry research. Volume: 261 03 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/29329040/,"Understanding what happens at first onset of auditory verbal hallucinations (AVHs) is extremely important on a clinical and theoretical level. Previous studies have only focused on age with regard to first onset of AVHs. In the current epidemiological study, we examined a number of aspects relating to first onset of AVHs, such as the role of adverse life events at first onset of AVHs on symptom severity and general mental health. For this purpose, we compared participants who reported adverse life events at first onset of AHVs (adverse-trigger group; N = 76) to those that did not report any specific events at first onset of AVHs (no-adverse-trigger group; N = 59) on a large array of variables. Results showed that AVHs in the adverse-trigger group were experienced as more emotional compared to the no-adverse-trigger group. In addition, the adverse-trigger group more often reported hallucinations in other (non-auditory) sensory modalities (e.g. visual) compared to the no-adverse-trigger group. Furthermore, the adverse-trigger group reported poorer general mental health, reported having contact with mental health professionals more often, and also reported more frequently taking medication for psychological problems in general. The implications of these findings are discussed."
249,"Evaluation of disease activity in IBD at the time of diagnosis by the use of clinical, biochemical, and fecal markers.",21619483,Scandinavian journal of gastroenterology. Volume: 46 Issue: 9 Sep 2011,2011,http://www.ncbi.nlm.nih.gov/pubmed/21619483/,"The present population based adult cohort was part of a new prospective study of patients with inflammatory bowel disease (IBD) in South-Eastern Norway, the Inflammatory Bowel South-Eastern Norway II study, investigating disease characteristics in an attempt to improve our knowledge regarding factors related to early clinical phenotype and disease activity."
250,Eczema increases susceptibility to PM10 in office indoor environments.,22315931,Archives of environmental & occupational health. Volume: 67 Issue: 1 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22315931/,"The objective was to compare impact of indoor office environment on employees with eczema with those without eczema. Exposure was measured at 56 sites and modelled for 173 work places. Tear film stability, lysozyme in nasal lavage, immunoglobulin E (IgE), and Phadiatop were assessed, and symptoms and perceptions collected by questionnaires. Multiple regression analyses were applied, adjusted for age, gender, strain, current smoking, and respiratory infections. Those with eczema perceived temperature too high but not associated with measured temperature. They had increased lysozyme in nasal lavage associated with increased air temperature difference between 6 and 10 AM, more general and mucosal symptoms, and ""dry or flushed facial skin"" associated with airborne particulate matter less than 10 microns in diameter (PM(10)). Impact of PM(10) was most pronounced among those with eczema previous 30 days. Having eczema might be an important predictor for subjective and objective responses to indoor environment."
251,ARC3 is a stromal Z-ring accessory protein essential for plastid division.,17304239,EMBO reports. Volume: 8 Issue: 3 Mar 2007,2007,http://www.ncbi.nlm.nih.gov/pubmed/17304239/,"In plants, chloroplast division is an integral part of development, and these vital organelles arise by binary fission from pre-existing cytosolic plastids. Chloroplasts arose by endosymbiosis and although they have retained elements of the bacterial cell division machinery to execute plastid division, they have evolved to require two functionally distinct forms of the FtsZ protein and have lost elements of the Min machinery required for Z-ring placement. Here, we analyse the plastid division component accumulation and replication of chloroplasts 3 (ARC3) and show that ARC3 forms part of the stromal plastid division machinery. ARC3 interacts specifically with AtFtsZ1, acting as a Z-ring accessory protein and defining a unique function for this family of FtsZ proteins. ARC3 is involved in division site placement, suggesting that it might functionally replace MinC, representing an important advance in our understanding of the mechanism of chloroplast division and the evolution of the chloroplast division machinery."
252,Bi-specific TCR-anti CD3 redirected T-cell targeting of NY-ESO-1- and LAGE-1-positive tumors.,23263452,"Cancer immunology, immunotherapy : CII. Volume: 62 Issue: 4 Apr 2013",2013,http://www.ncbi.nlm.nih.gov/pubmed/23263452/,"NY-ESO-1 and LAGE-1 are cancer testis antigens with an ideal profile for tumor immunotherapy, combining up-regulation in many cancer types with highly restricted expression in normal tissues and sharing a common HLA-A*0201 epitope, 157-165. Here, we present data to describe the specificity and anti-tumor activity of a bifunctional ImmTAC, comprising a soluble, high-affinity T-cell receptor (TCR) specific for NY-ESO-1157-165 fused to an anti-CD3 scFv. This reagent, ImmTAC-NYE, is shown to kill HLA-A2, antigen-positive tumor cell lines, and freshly isolated HLA-A2- and LAGE-1-positive NSCLC cells. Employing time-domain optical imaging, we demonstrate in vivo targeting of fluorescently labelled high-affinity NYESO-specific TCRs to HLA-A2-, NY-ESO-1157-165-positive tumors in xenografted mice. In vivo ImmTAC-NYE efficacy was tested in a tumor model in which human lymphocytes were stably co-engrafted into NSG mice harboring tumor xenografts; efficacy was observed in both tumor prevention and established tumor models using a GFP fluorescence readout. Quantitative RT-PCR was used to analyze the expression of both NY-ESO-1 and LAGE-1 antigens in 15 normal tissues, 5 cancer cell lines, 10 NSCLC, and 10 ovarian cancer samples. Overall, LAGE-1 RNA was expressed at a greater frequency and at higher levels than NY-ESO-1 in the tumor samples. These data support the clinical utility of ImmTAC-NYE as an immunotherapeutic agent for a variety of cancers."
253,Genetic variation associated with chromosomal aberration frequency: A genome-wide association study.,30368896,Environmental and molecular mutagenesis. Volume: 60 Issue: 1 01 2019,2019,http://www.ncbi.nlm.nih.gov/pubmed/30368896/,"Chromosomal aberrations (CAs) in human peripheral blood lymphocytes (PBL) measured with the conventional cytogenetic assay have been used for human biomonitoring of genotoxic exposure for decades. CA frequency in peripheral blood is a marker of cancer susceptibility. Previous studies have shown associations between genetic variants in metabolic pathway, DNA repair and major mitotic checkpoint genes and CAs. We conducted a genome-wide association study on 576 individuals from the Czech Republic and Slovakia followed by a replication in two different sample sets of 482 (replication 1) and 1288 (replication 2) samples. To have a broad look at the genetic susceptibility associated with CA frequency, the sample sets composed of individuals either differentially exposed to smoking, occupational/environmental hazards, or they were untreated cancer patients. Phenotypes were divided into chromosome- and chromatid-type aberrations (CSAs and CTAs, respectively) and total chromosomal aberrations (CAtot). The arbitrary cutoff point between individuals with high and low CA frequency was 2% for CAtot and 1% for CSA and CTA. The data were analyzed using age, sex, occupation/cancer and smoking history as covariates. Altogether 11 loci reached the P-value of 10-5 in the GWAS. Replication 1 supported the association of rs1383997 (8q13.3) and rs2824215 (21q21.1) in CAtot and rs983889 (5p15.1) in CTA analysis. These loci were found to be associated with genes involved in mitosis, response to environmental and chemical factors and genes involved in syndromes linked to chromosomal abnormalities. Identification of new genetic variants for the frequency of CAs offers prediction tools for cancer risk in future. Environ. Mol. Mutagen. 60:17-28, 2019. © 2018 Wiley Periodicals, Inc."
254,"Effect of 1-year anti-TNF-α therapy on aortic stiffness, carotid atherosclerosis, and calprotectin in inflammatory arthropathies: a controlled study.",22378036,American journal of hypertension. Volume: 25 Issue: 6 Jun 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22378036/,"Premature arterial stiffening and atherosclerosis are increased in patients with inflammatory arthropathies such as rheumatoid arthritis (RA), ankylosing spondylitis (AS) and psoriatic arthritis (PsA). The proinflammatory protein calprotectin is associated with inflammatory arthropathies, vascular pathology, and acute coronary events. We examined the long-term effects of treatment with tumor necrosis factor (TNF)-α antagonists on aortic stiffness and carotid intima media thickness (CIMT) in patients with inflammatory arthropathies, and the relationships to the levels of calprotectin."
255,Organizational cooperation in teleradiology.,15829044,Journal of telemedicine and telecare. Volume: 11 Issue: 1 2005,2005,http://www.ncbi.nlm.nih.gov/pubmed/15829044/,"Teleradiology requires cooperation between participating parties, but it cannot be assumed that such cooperation will work well. A survey was carried out of 12 radiology departments in Norway which used picture archiving and communication systems in connection with teleradiology. Qualitative interviews were carried out with 26 out of 29 resource persons (response rate 90%). The respondents identified 17 issues of importance for cooperation in teleradiology. None of the problems with cooperation seem large enough to prevent effective teleradiology cooperation in future. For organizations planning teleradiology of a larger volume, the cooperation issue is important. It is recommended that managers lead change processes in their organizations where the different issues of importance to cooperation are treated and the right measures are taken to realize the full potential of teleradiology. For telemedicine, it is important that future research includes investigations on cooperation for the different applications."
256,Reduction in direction discrimination with age and slow speed is due to both increased internal noise and reduced sampling efficiency.,23800764,Investigative ophthalmology & visual science. Volume: 54 Issue: 8 Aug 05 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/23800764/,Sensitivity to moving structure decreases with age and slow speeds may be selectively impaired. This loss could be caused by elevated internal noise in the responses of motion sensors or a reduction in the efficiency with which motion responses are integrated. We adapt an equivalent noise paradigm to analyze the perception of slow and fast speed motion as a function of normal aging.
257,A mouse C kappa-specific T cell clone indicates that DC-SIGN is an efficient target for antibody-mediated delivery of T cell epitopes for MHC class II presentation.,12456590,International immunology. Volume: 14 Issue: 12 Dec 2002,2002,http://www.ncbi.nlm.nih.gov/pubmed/12456590/,"In vaccine development, a major objective is to induce strong, specific T cell responses. This might be obtained by targeting antigen to cell surface molecules that efficiently channel the antigen into endocytic compartments for loading of MHC molecules. Antibodies have been used to deliver antigen; however, it is important to define optimal targets on antigen-presenting cells (APC) for efficient delivery. For this purpose, we have established a T cell readout that can be used to screen large numbers of different mAb for their ability to load MHC class II molecules. The novel human CD4+ T cell clone is specific for mouse Ig C kappa (40-48) and restricted by HLA-DR4 (DRA1,B1*0401). DR4 apparently presents both mouse and human C kappa 40-48, but there is no cross-reaction at the T cell level. B cells from DR4 transgenic mice spontaneously process and present the mouse C kappa peptide. The mouse C kappa -specific T cell readout was used to demonstrate that mouse mAb specific for human dendritic cell (DC)-specific ICAM-grabbing non-integrin (DC-SIGN), a novel DC-specific molecule, were 10- to 1000-fold more potent at inducing kappa-specific human CD4+ T cell proliferation compared to control mAb. Consistent with this finding, DC-SIGN-specific mAb were rapidly internalized upon binding and found in intracellular vesicles. These results strongly argue that DC-SIGN-specific mAb are channeled into the MHC class II presentation pathway. Thus, DC-SIGN could be an efficient target for antibody-mediated delivery of T cell epitopes in vaccine development."
